,onstreaminject_HRS,BORE_WI_VOL,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P in percentage,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
2008-08-01,24.0,6378,24.0,223.285,106.505,168.66,17.011,69.12411,54.625,79.382,21.916,4842.0,654544.0,37.0
2008-08-02,24.0,7020,24.0,223.26,106.512,168.59799999999998,16.964000000000002,67.71543,54.663000000000004,79.324,21.976,4860.0,658250.0,37.0
2008-08-03,24.0,6884,24.0,223.34799999999998,106.51899999999999,168.546,16.893,69.16734,54.802,78.789,22.116,4861.0,655718.0,35.0
2008-08-04,24.0,6903,24.0,223.71099999999998,106.523,168.648,16.977999999999998,68.26886,55.063,78.825,22.373,4814.0,651353.0,30.0
2008-08-05,24.0,6952,24.0,223.826,106.52799999999999,168.782,17.017,68.19274,55.043,79.596,22.353,4813.0,651464.0,37.0
2008-08-06,5.81,1731,2.48,230.292,106.52600000000001,168.315,17.034000000000002,46.845420000000004,61.977,79.26100000000001,29.699,439.0,54731.0,3.0
2008-08-07,11.69,3318,11.67,231.4865,106.45100000000001,168.8975,14.38,50.985775,62.589,74.74600000000001,30.7175,1995.5,268248.0,13.5
2008-08-08,24.0,6267,20.86,232.68099999999998,106.376,169.48,11.725999999999999,55.12613,63.201,70.23100000000001,31.736,3552.0,481765.0,24.0
2008-08-09,21.0,6801,23.83,229.44799999999998,106.508,168.72799999999998,16.077,61.365919999999996,60.72,75.29899999999999,28.173000000000002,4447.0,633204.0,173.0
2008-08-10,24.0,7911,24.0,226.761,106.541,169.237,16.945,65.69139,57.523,76.878,24.843000000000004,4815.0,648869.0,142.0
2008-08-11,24.0,7913,24.0,226.27200000000002,106.556,169.688,17.265,67.30705,56.583999999999996,77.672,23.844,4806.0,659614.0,135.0
2008-08-12,24.0,7941,24.0,226.44299999999998,106.57,170.382,17.516,67.723,56.06100000000001,80.169,23.3,4893.0,663300.0,34.0
2008-08-13,24.0,7912,24.0,227.953,106.56299999999999,170.03400000000002,17.644000000000002,64.74121,57.919,80.267,25.244,4811.0,652509.0,21.0
2008-08-14,24.0,8033,24.0,228.739,106.56299999999999,170.05700000000002,17.774,63.692640000000004,58.681999999999995,80.472,26.05,4771.0,649889.0,23.0
2008-08-15,24.0,8217,24.0,230.262,106.557,170.666,18.02,62.41749,59.596000000000004,80.57600000000001,26.995,4685.0,640887.0,17.0
2008-08-16,24.0,8404,24.0,230.692,106.56,170.925,18.082,62.83735,59.768,80.232,27.128,4712.0,645463.0,116.0
2008-08-17,24.0,8436,24.0,231.128,106.569,170.94,17.879,62.835980000000006,60.188,78.487,27.548000000000002,4734.0,650507.0,94.0
2008-08-18,24.0,8425,24.0,231.609,106.57600000000001,171.09599999999998,17.817,62.84241,60.513000000000005,77.416,27.861,4741.0,653197.0,117.0
2008-08-19,24.0,8440,24.0,232.09599999999998,106.58200000000001,171.357,17.784000000000002,62.861709999999995,60.739,78.105,28.07,4745.0,654569.0,117.0
2008-08-20,24.0,8392,24.0,232.579,106.588,171.676,17.882,62.894830000000006,60.903,79.69800000000001,28.218000000000004,5227.0,722111.0,117.0
2008-08-21,24.0,8110,24.0,233.025,106.59299999999999,171.84799999999998,17.968,62.9077,61.177,79.732,28.484,5013.0,693436.0,140.0
2008-08-22,24.0,8449,24.0,233.546,106.59700000000001,172.11700000000002,18.089000000000002,62.72837,61.428000000000004,80.26,28.73,5011.0,692348.0,139.0
2008-08-23,24.0,8437,24.0,234.077,106.602,172.481,18.195999999999998,62.64841,61.596000000000004,80.626,28.861,5031.0,693070.0,143.0
2008-08-24,24.0,8258,24.0,234.671,106.60600000000001,173.00099999999998,18.291,62.39298,61.67,81.262,28.916,5037.0,691705.0,139.0
2008-08-25,24.0,8370,24.0,237.007,106.589,172.355,18.333,58.77508,64.652,80.818,32.082,4796.0,658095.0,132.0
2008-08-26,24.0,8450,24.0,237.88400000000001,106.584,172.407,18.278,58.23546999999999,65.476,80.218,32.917,4764.0,653572.0,141.0
2008-08-27,24.0,8393,24.0,237.763,106.596,172.877,18.313,59.55904,64.88600000000001,80.18,32.231,4851.0,666996.0,128.0
2008-08-28,24.0,8429,24.0,237.80599999999998,106.52799999999999,173.363,18.422,60.240019999999994,64.443,80.934,31.71,4912.0,674399.0,136.0
2008-08-29,24.0,8497,24.0,238.497,106.611,173.843,18.322,60.35381999999999,64.654,79.726,31.895,4926.0,676600.0,131.0
2008-08-30,24.0,8468,24.0,238.98,106.615,174.412,18.423,60.59891999999999,64.568,81.264,31.808000000000003,4940.0,679290.0,145.0
2008-08-31,24.0,6837,24.0,238.028,106.63600000000001,175.25900000000001,18.54,63.94534,62.769,81.197,29.831,5097.0,728393.0,145.0
2008-09-01,24.0,5917,24.0,236.207,106.65899999999999,176.27599999999998,18.552,67.88405999999999,59.931000000000004,81.455,26.896,5407.0,745583.0,177.0
2008-09-02,24.0,6009,24.0,235.94,106.654,176.22400000000002,18.585,67.89739,59.716,81.82300000000001,26.677,5390.0,744218.0,177.0
2008-09-03,23.5,6003,24.0,235.15099999999998,106.654,176.544,18.518,69.23057,58.606,82.07600000000001,25.506,5469.0,755886.0,182.0
2008-09-04,24.0,6456,24.0,234.75599999999997,106.65899999999999,176.58900000000003,18.374000000000002,69.9521,58.167,81.738,25.053,5498.0,758528.0,85.0
2008-09-05,24.0,4642,24.0,234.19400000000002,106.655,176.37,18.162,70.39383000000001,57.824,81.31,24.709,5889.0,804359.0,151.0
2008-09-06,24.0,3867,24.0,233.15099999999998,106.65,176.088,17.979,71.28654,57.06399999999999,81.157,23.943,5509.0,750905.0,61.0
2008-09-07,24.0,3876,24.0,232.042,106.64299999999999,175.676,17.878,72.12178,56.365,81.278,23.244,5521.0,754131.0,46.0
2008-09-08,18.48,2860,21.98,239.608,106.545,174.355,16.004,57.45766999999999,65.253,75.961,33.702,3892.0,530741.0,51.0
2008-09-09,24.0,3800,24.0,232.763,106.598,174.72299999999998,17.074,68.92041,58.04,80.502,25.388,5265.0,703839.0,97.0
2008-09-10,24.0,3802,24.0,230.082,106.62200000000001,174.248,17.857,71.39343000000001,55.833999999999996,81.202,23.131,5422.0,727883.0,60.0
2008-09-11,24.0,3744,24.0,229.30900000000003,106.61399999999999,173.736,17.744,71.12014,55.573,81.233,22.875,5357.0,726693.0,10.0
2008-09-12,24.0,3994,24.0,228.358,106.60799999999999,173.36,17.544,71.38611,54.998000000000005,81.27,22.33,5347.0,721518.0,10.0
2008-09-13,20.83,3429,22.83,232.428,106.555,172.36,16.48,62.36388,60.068000000000005,77.653,27.774,4218.0,553284.0,8.0
2008-09-14,24.0,3781,24.0,227.551,106.587,172.63299999999998,16.813,70.81818,54.918,80.638,22.324,4995.0,653040.0,9.0
2008-09-15,21.33,3319,22.5,231.046,106.538,171.488,16.194000000000003,61.9154,59.558,78.758,27.296999999999997,4132.0,546460.0,8.0
2008-09-16,13.06,2594,24.0,228.428,106.559,170.878,17.144000000000002,65.35384,57.55,80.92,25.168000000000003,4669.0,616524.0,11.0
2008-09-17,17.44,2937,24.0,225.09900000000002,106.572,171.62099999999998,16.916,73.61629,53.478,80.90899999999999,20.688000000000002,4995.0,670506.0,11.0
2008-09-18,24.0,3910,24.0,221.74,106.603,172.49099999999999,16.817,85.3303,49.248999999999995,80.87,16.281,5263.0,696077.0,142.0
2008-09-19,24.0,4148,24.0,220.942,106.602,171.665,16.592,85.97281,49.277,79.419,16.351,5081.0,663614.0,150.0
2008-09-20,24.0,4538,24.0,220.463,106.59700000000001,171.588,16.629,86.01115,48.875,79.435,15.949000000000002,5038.0,670508.0,185.0
2008-09-21,24.0,4716,24.0,219.91099999999997,106.594,171.31799999999998,16.545,85.99325999999999,48.592,80.265,15.69,5054.0,676839.0,158.0
2008-09-22,24.0,4748,24.0,219.365,106.59,171.00799999999998,16.477,85.99700000000001,48.357,80.804,15.468,5123.0,684149.0,136.0
2008-09-23,24.0,4604,24.0,233.81,106.429,166.56799999999998,16.225,49.61657,67.242,79.183,35.444,3422.0,457373.0,99.0
2008-09-24,24.0,4795,24.0,235.21599999999998,106.387,165.81599999999997,15.904000000000002,47.67041,69.4,78.426,37.716,3345.0,448830.0,95.0
2008-09-25,24.0,4646,24.0,234.717,106.39,166.105,16.044,48.195879999999995,68.611,79.142,36.905,3394.0,455038.0,113.0
2008-09-26,24.0,4554,24.0,234.739,106.38799999999999,166.06,15.964,48.19972,68.679,79.093,36.967,3400.0,455482.0,99.0
2008-09-27,24.0,4646,24.0,234.72400000000002,106.387,165.82299999999998,15.874,48.23377,68.90100000000001,78.462,37.111999999999995,3234.0,432800.0,92.0
2008-09-28,24.0,5519,24.0,234.74,106.387,165.771,15.828,48.31041,68.97,77.883,37.126999999999995,2864.0,387729.0,78.0
2008-09-29,24.0,5419,24.0,234.701,106.38799999999999,165.78799999999998,15.81,48.3867,68.913,77.84100000000001,37.056999999999995,2727.0,368588.0,129.0
2008-09-30,24.0,4819,24.0,233.00599999999997,106.406,166.08599999999998,16.005,50.37753,66.92,78.949,34.904,2724.0,367739.0,117.0
2008-10-01,24.0,5000,24.0,232.30200000000002,106.421,166.517,16.262999999999998,51.21728,65.785,80.271,33.708,2794.0,374705.0,112.0
2008-10-02,24.0,4822,24.0,232.293,106.42200000000001,166.584,16.313,51.18874,65.71,80.443,33.63,2789.0,373706.0,154.0
2008-10-03,24.0,4775,24.0,232.25400000000002,106.42299999999999,166.391,16.307000000000002,51.18913,65.86399999999999,80.15899999999999,33.802,2775.0,372698.0,157.0
2008-10-04,24.0,4754,24.0,232.24200000000002,106.425,166.373,16.298,51.23108,65.869,80.188,33.813,2766.0,371158.0,157.0
2008-10-05,24.0,4744,24.0,232.24900000000002,106.426,166.446,16.327,51.24005,65.804,80.499,33.735,2762.0,370129.0,157.0
2008-10-06,24.0,4724,24.0,232.255,106.427,166.435,16.295,51.21405,65.82,80.315,33.734,2747.0,367253.0,157.0
2008-10-07,24.0,4687,24.0,232.25400000000002,106.428,166.351,16.217,51.19871,65.903,79.696,33.809,2746.0,368058.0,155.0
2008-10-08,24.0,3943,24.0,232.275,106.43,166.579,16.262999999999998,51.18423,65.696,80.387,33.583,3415.0,463342.0,58.0
2008-10-09,24.0,3929,24.0,232.27599999999998,106.43,166.577,16.165,51.17188,65.699,80.16199999999999,33.57,3404.0,460569.0,72.0
2008-10-10,24.0,3776,24.0,232.217,106.432,166.475,15.908,51.19549,65.742,79.24,33.728,3501.0,489972.0,56.0
2008-10-11,24.0,3743,24.0,232.19400000000002,106.434,166.44400000000002,15.824000000000002,51.219570000000004,65.75,79.058,33.653,3500.0,490054.0,54.0
2008-10-12,24.0,3725,24.0,232.197,106.435,166.488,15.804,51.24335,65.709,79.1,33.616,3486.0,487960.0,56.0
2008-10-13,24.0,4198,24.0,231.80900000000003,106.44,166.55200000000002,15.915,51.78291,65.258,79.335,33.131,3514.0,491136.0,56.0
2008-10-14,24.0,4597,24.0,231.71200000000002,106.444,166.487,16.063,51.93804,65.225,79.127,33.094,3523.0,493410.0,57.0
2008-10-15,24.0,4599,24.0,231.699,106.446,166.456,16.083,51.98825,65.243,79.28,33.088,3564.0,495857.0,58.0
2008-10-16,24.0,4670,24.0,232.072,106.44200000000001,166.331,16.028,51.458490000000005,65.741,78.74600000000001,33.64,3514.0,489459.0,57.0
2008-10-17,24.0,4735,24.0,232.613,106.435,166.203,16.009,50.767920000000004,66.40899999999999,79.242,34.361999999999995,3451.0,480363.0,56.0
2008-10-18,21.5,3748,24.0,232.644,106.436,166.373,16.144000000000002,50.738409999999995,66.271,79.706,34.211999999999996,3446.0,478180.0,52.0
2008-10-19,24.0,8668,24.0,232.695,106.436,166.34099999999998,16.055,50.70486,66.354,79.244,34.525,3450.0,484482.0,44.0
2008-10-20,24.0,8407,24.0,233.111,106.454,166.768,16.067,51.280440000000006,66.344,79.056,34.969,3396.0,389613.0,59.0
2008-10-21,17.33,5297,22.17,240.718,106.397,167.49599999999998,14.394,42.46798,73.222,74.01100000000001,41.633,2808.0,386647.0,70.0
2008-10-22,24.0,8505,24.0,237.75900000000001,106.43299999999999,167.41,15.603,48.35743,70.34899999999999,77.873,38.760999999999996,3444.0,481045.0,156.0
2008-10-23,24.0,8385,24.0,235.983,106.491,168.128,16.704,50.79347,67.854,79.931,35.992,3714.0,523126.0,152.0
2008-10-24,24.0,8043,24.0,236.93400000000003,106.507,168.26,16.704,50.82119,68.67399999999999,78.78399999999999,36.808,3721.0,525946.0,128.0
2008-10-25,24.0,8206,24.0,238.343,106.515,168.63,16.843,50.32011,69.71300000000001,78.921,37.868,3682.0,521504.0,147.0
2008-10-26,24.0,8297,24.0,239.425,106.52600000000001,169.21099999999998,17.034000000000002,50.377990000000004,70.21300000000001,79.146,38.294000000000004,3689.0,523260.0,167.0
2008-10-27,24.0,8193,24.0,240.53900000000002,106.537,170.00900000000001,17.192999999999998,49.25679,70.53,80.067,38.644,3737.0,529699.0,164.0
2008-10-28,24.0,8308,24.0,241.69799999999998,106.546,170.435,17.444000000000003,50.29896,71.263,80.235,39.37,3719.0,529145.0,164.0
2008-10-29,24.0,8276,24.0,243.00099999999998,106.553,170.668,17.51,50.1141,72.333,79.472,40.388000000000005,3704.0,526019.0,167.0
2008-10-30,24.0,8287,24.0,244.299,106.559,171.19400000000002,17.645,49.9053,73.105,79.60600000000001,41.106,3734.0,532080.0,116.0
2008-10-31,24.0,8316,24.0,245.43099999999998,106.56700000000001,171.572,17.717,49.93687,73.859,79.158,41.858999999999995,3742.0,534577.0,117.0
2008-11-01,24.0,8340,24.0,246.62400000000002,106.573,172.347,17.918,49.844559999999994,74.27600000000001,80.205,42.24100000000001,3755.0,536801.0,112.0
2008-11-02,24.0,8354,24.0,248.7,106.564,172.72799999999998,18.041,48.86554,75.972,80.319,43.995,3693.0,528426.0,111.0
2008-11-03,24.0,6081,24.0,249.77200000000002,106.557,172.87400000000002,18.031,48.76376,76.898,79.296,44.941,3691.0,529971.0,112.0
2008-11-04,24.0,7353,10.66,251.032,106.553,173.077,17.993,46.0867,77.955,79.133,46.043,1632.0,239746.0,48.0
2008-11-05,24.0,4556,5.455,265.541,105.6115,172.3925,10.216000000000001,23.64335,93.148,47.5945,76.039,822.0,126523.0,24.0
2008-11-06,24.0,4019,0.25,280.05,104.67,171.708,2.439,1.2,108.34100000000001,16.055999999999997,106.035,12.0,13300.0,0.0
2008-11-07,24.0,4346,23.84,252.227,106.574,178.032,13.411,53.599959999999996,74.195,73.168,41.9,4407.0,616385.0,157.0
2008-11-08,24.0,4474,24.0,246.176,106.699,178.993,18.938,61.00185,67.183,80.656,34.181999999999995,4663.0,647439.0,201.0
2008-11-09,22.91,4742,22.91,244.78599999999997,106.704,179.269,19.674,62.591719999999995,65.517,81.02600000000001,32.172,4361.0,604384.0,216.0
2008-11-10,8.26,1246,13.93,259.38,106.478,175.30700000000002,15.644,40.59908,84.073,75.492,51.605,2424.0,354292.0,97.0
2008-11-11,24.0,4397,24.0,246.08700000000002,106.62700000000001,177.69799999999998,19.102999999999998,58.516040000000004,68.389,81.562,34.934,4367.0,603300.0,160.0
2008-11-12,24.0,5434,24.0,243.91099999999997,106.64299999999999,177.785,19.539,60.535,66.126,80.67399999999999,32.548,4438.0,612100.0,172.0
2008-11-13,24.0,5355,24.0,242.30599999999998,106.647,177.942,19.429000000000002,62.17824,64.363,81.632,31.193,4446.0,614368.0,171.0
2008-11-14,24.0,5492,24.0,240.24,106.665,178.329,19.367,64.98692,61.91,81.045,29.006,4594.0,636082.0,327.0
2008-11-15,24.0,5040,24.0,239.388,106.664,178.07,19.2,65.27461,61.317,82.01899999999999,28.428,4549.0,628769.0,203.0
2008-11-16,24.0,4016,24.0,237.636,106.67299999999999,178.11900000000003,19.163,67.52505,59.516999999999996,81.03399999999999,26.568,4639.0,640028.0,208.0
2008-11-17,24.0,6192,24.0,235.78400000000002,106.68299999999999,177.88400000000001,18.929000000000002,70.02429000000001,57.901,78.381,24.899,4722.0,653955.0,207.0
2008-11-18,24.0,7707,24.0,235.067,106.695,177.96099999999998,18.722,71.52084,57.106,79.777,24.055999999999997,4767.0,662262.0,218.0
2008-11-19,24.0,8073,24.0,235.22,106.714,178.528,18.977999999999998,71.69118,56.692,82.21700000000001,23.642,4783.0,664475.0,215.0
2008-11-20,24.0,8337,24.0,235.541,106.725,178.604,19.011,71.74537,56.937,81.89399999999999,23.896,4779.0,665022.0,210.0
2008-11-21,24.0,8266,24.0,235.858,106.73299999999999,178.64,18.925,71.98183,57.218,81.164,24.177,4795.0,667425.0,199.0
2008-11-22,24.0,8254,24.0,236.231,106.74,178.893,18.939,71.9877,57.338,80.767,24.279,4801.0,668449.0,210.0
2008-11-23,24.0,8213,24.0,236.62400000000002,106.745,179.135,19.08,71.8217,57.489,80.523,24.408,4794.0,666778.0,192.0
2008-11-24,24.0,6801,24.0,236.92,106.749,179.438,19.107,71.83196,57.482,79.367,24.389,4795.0,666528.0,209.0
2008-11-25,24.0,7954,24.0,237.11700000000002,106.751,179.55700000000002,19.114,71.87884,57.56,81.437,24.49,4788.0,666189.0,204.0
2008-11-26,24.0,8207,24.0,237.327,106.757,179.885,19.151,72.3648,57.442,79.887,24.346999999999998,4817.0,670318.0,211.0
2008-11-27,24.0,7610,24.0,236.87900000000002,106.773,180.571,19.24,74.91145,56.308,80.653,23.125999999999998,4951.0,688051.0,216.0
2008-11-28,13.99,3781,13.99,245.16099999999997,106.72399999999999,186.67700000000002,17.86,55.68201,58.483999999999995,77.90899999999999,32.522,2666.0,372319.0,282.0
2008-11-29,22.18,6830,21.34,248.31900000000002,106.62200000000001,177.257,16.871,55.11982,71.062,78.766,38.681999999999995,3734.0,528401.0,244.0
2008-11-30,24.0,7608,24.0,239.707,106.744,180.356,19.572,69.23940999999999,59.351000000000006,80.934,26.287,4690.0,652606.0,126.0
2008-12-01,24.0,8301,2.16,243.334,106.744,179.255,19.665,54.45072,64.079,81.47800000000001,31.412,308.0,43408.0,10.0
2008-12-02,24.0,8438,0.0,277.121,104.929,189.136,2.9330000000000003,0.0,87.985,14.293,87.98,0.0,0.0,0.0
2008-12-03,13.49,4802,0.0,278.64599999999996,104.648,273.589,2.261,0.0,5.0569999999999995,14.657,4.997,0.0,0.0,0.0
2008-12-04,0.0,0,0.0,209.451,78.5045,205.6885,1.9895,0.0,3.763,14.009,3.695,0.0,0.0,0.0
2008-12-05,0.0,0,0.0,140.256,52.361000000000004,137.78799999999998,1.7180000000000002,0.0,2.469,13.360999999999999,2.3930000000000002,0.0,0.0,0.0
2008-12-06,0.0,0,0.0,279.223,104.241,274.663,1.618,0.0,4.56,13.818,4.482,0.0,0.0,0.0
2008-12-07,0.0,0,0.0,278.503,104.416,232.908,1.624,0.0,45.595,16.764,40.384,0.0,0.0,0.0
2008-12-08,19.34,6404,11.58,270.345,106.24799999999999,176.185,5.899,28.53417,94.16,58.647,62.898999999999994,1279.0,153307.0,1.0
2008-12-09,24.0,6804,14.34,260.681,106.505,177.387,13.030999999999999,44.43053,83.294,74.44,51.083,2441.0,349063.0,2.0
2008-12-10,24.0,7109,24.0,248.135,105.585,178.77900000000002,17.992,55.28379,69.35600000000001,79.65100000000001,36.818000000000005,5054.0,707675.0,5.0
2008-12-11,24.0,7701,24.0,251.405,106.72200000000001,181.15099999999998,19.762,58.10174,70.25399999999999,80.801,37.288000000000004,4574.0,638461.0,180.0
2008-12-12,24.0,7845,24.0,251.658,106.73,181.66400000000002,20.373,58.101119999999995,69.994,81.828,37.012,4355.0,603564.0,184.0
2008-12-13,24.0,7521,24.0,251.827,106.73299999999999,181.877,20.871,58.09611999999999,69.95,82.76899999999999,36.972,4341.0,601873.0,134.0
2008-12-14,24.0,5780,24.0,251.298,106.744,182.299,21.014,59.31041,69.0,82.929,35.953,4393.0,608018.0,131.0
2008-12-15,24.0,7625,24.0,249.993,106.758,182.69299999999998,21.002,61.331340000000004,67.3,82.641,34.145,4477.0,620413.0,151.0
2008-12-16,24.0,8526,24.0,249.865,106.771,182.956,21.066,61.83863,66.90899999999999,82.81,33.739000000000004,4490.0,623901.0,165.0
2008-12-17,24.0,8071,24.0,250.139,106.78,183.215,21.316,61.99439,66.925,83.154,33.738,4464.0,623859.0,216.0
2008-12-18,23.5,8379,24.0,249.834,106.79700000000001,184.02,21.354,64.33748,65.814,83.20299999999999,32.458,4526.0,635907.0,192.0
2008-12-19,24.0,8000,24.0,250.179,106.805,183.923,21.32,63.025130000000004,66.256,83.09100000000001,32.814,4512.0,632118.0,153.0
2008-12-20,24.0,7283,24.0,250.68200000000002,106.8,183.799,21.413,62.37056,66.883,83.12200000000001,33.464,4465.0,625324.0,180.0
2008-12-21,24.0,8000,24.0,250.394,106.807,183.84799999999998,21.359,63.076519999999995,66.546,82.32,33.11,4492.0,629714.0,176.0
2008-12-22,24.0,7777,24.0,253.233,106.78200000000001,182.657,21.22,59.24781,70.577,81.888,37.123000000000005,4154.0,581271.0,175.0
2008-12-23,24.0,7938,24.0,260.055,106.67299999999999,179.93099999999998,20.715999999999998,49.253440000000005,80.124,81.533,46.506,3306.0,460548.0,107.0
2008-12-24,24.0,7842,24.0,259.306,106.682,180.146,20.663,50.390859999999996,79.161,79.669,45.372,4207.0,586031.0,14.0
2008-12-25,24.0,8007,24.0,259.48400000000004,106.681,180.27599999999998,20.572,50.40794,79.208,79.51899999999999,45.403999999999996,4199.0,585044.0,15.0
2008-12-26,24.0,7995,24.0,259.663,106.682,180.535,20.660999999999998,50.39779,79.128,80.919,45.338,4323.0,602914.0,10.0
2008-12-27,24.0,7937,24.0,255.68,106.744,182.907,20.938000000000002,57.02165,72.77199999999999,81.855,39.193000000000005,4685.0,655592.0,15.0
2008-12-28,24.0,7839,24.0,251.71900000000002,106.825,185.085,21.4,63.73268,66.634,81.006,33.124,5058.0,708322.0,19.0
2008-12-29,10.83,3403,10.83,251.94799999999998,106.84299999999999,185.488,21.555,62.920359999999995,66.459,82.988,32.898,2273.0,319211.0,10.0
2008-12-30,0.0,0,0.5,286.313,105.12200000000001,174.18,3.5660000000000003,0.6,112.133,17.301,97.735,32.0,1292.0,0.0
2008-12-31,0.0,0,0.0,286.425,104.751,174.9,2.4859999999999998,0.0,111.525,13.325999999999999,111.525,0.0,0.0,0.0
2009-01-01,0.0,0,0.0,286.415,104.539,175.47099999999998,2.061,0.0,110.944,11.357999999999999,110.93799999999999,0.0,0.0,0.0
2009-01-02,0.0,0,0.0,286.312,104.42299999999999,177.063,1.83,0.0,109.249,10.965,107.87100000000001,0.0,0.0,0.0
2009-01-03,12.32,2811,22.01,261.972,106.633,182.35,12.411,48.72685,79.622,72.661,46.81,3566.0,529790.0,23.0
2009-01-04,24.0,7154,24.0,253.207,106.803,185.03799999999998,19.795,61.7281,68.169,81.978,34.747,4883.0,687689.0,8.0
2009-01-05,24.0,7467,24.0,252.83599999999998,106.823,185.082,20.933000000000003,62.4508,67.75399999999999,79.96300000000001,34.287,5038.0,703025.0,11.0
2009-01-06,24.0,7426,24.0,252.78400000000002,106.835,185.562,21.451999999999998,62.73293,67.222,81.87,33.75,5033.0,706392.0,11.0
2009-01-07,23.16,7105,24.0,252.773,106.845,185.815,21.964000000000002,62.99446,66.958,82.867,33.489000000000004,5073.0,709306.0,24.0
2009-01-08,24.0,5615,24.0,260.207,106.749,182.097,21.483,52.21294,78.11,80.402,45.26,4327.0,611183.0,266.0
2009-01-09,24.0,7226,24.0,257.439,106.786,183.765,21.919,55.73965,73.675,82.311,40.547,4616.0,646991.0,85.0
2009-01-10,24.0,6458,24.0,257.939,106.788,183.63,21.921,55.214909999999996,74.309,81.82,41.225,4545.0,636428.0,108.0
2009-01-11,24.0,5541,24.0,258.344,106.78399999999999,183.50400000000002,22.011,54.67596999999999,74.84,82.135,41.808,4421.0,620759.0,133.0
2009-01-12,24.0,5540,24.0,254.268,105.439,180.22799999999998,21.584,53.65323000000001,74.04,80.17,41.474,4441.0,622663.0,140.0
2009-01-13,24.0,5660,24.0,258.233,106.78200000000001,183.472,22.009,54.73307,74.76100000000001,82.245,41.716,4426.0,620058.0,150.0
2009-01-14,24.0,5044,24.0,257.747,106.789,183.78900000000002,22.006999999999998,55.37481999999999,73.958,82.583,40.893,4454.0,623072.0,164.0
2009-01-15,19.67,4376,21.75,258.175,106.78299999999999,183.392,21.824,52.8236,74.783,82.40100000000001,41.776,3766.0,526029.0,520.0
2009-01-16,24.0,4120,24.0,258.39799999999997,106.756,182.394,21.424,53.559540000000005,76.00399999999999,80.88600000000001,43.088,4258.0,599091.0,204.0
2009-01-17,18.33,5028,23.17,262.741,106.686,181.887,19.307000000000002,45.561809999999994,80.854,76.5,47.765,3551.0,516545.0,668.0
2009-01-18,24.0,6560,24.0,254.412,106.802,184.398,21.116999999999997,59.209309999999995,70.013,82.36399999999999,36.477,4729.0,656308.0,180.0
2009-01-19,6.16,1669,6.49,253.22799999999998,106.829,185.11599999999999,21.724,58.0862,68.112,82.90899999999999,34.536,1377.0,181700.0,2.0
2009-01-20,21.34,5971,23.5,258.222,106.744,182.47,3.512,52.39205,75.752,78.3,42.526,4119.0,585096.0,289.0
2009-01-21,17.33,4571,24.0,256.92900000000003,106.74799999999999,182.179,5.31,53.76611,74.75,81.926,41.498000000000005,4335.0,608788.0,170.0
2009-01-22,24.0,6499,24.0,256.6,106.74600000000001,181.988,11.534,54.010769999999994,74.612,81.066,41.376000000000005,4339.0,607253.0,327.0
2009-01-23,19.83,6561,24.0,256.48900000000003,106.74700000000001,181.84900000000002,14.148,54.008590000000005,74.64,79.05,41.417,4333.0,605896.0,341.0
2009-01-24,24.0,6464,24.0,256.466,106.75,181.861,14.12,54.01376,74.605,78.99600000000001,41.38,4324.0,605509.0,313.0
2009-01-25,24.0,5814,7.99,254.632,106.789,183.063,14.261,53.89996,71.569,80.046,38.223,1587.0,218604.0,113.0
2009-01-26,19.58,5487,2.68,281.008,106.277,182.08900000000003,2.2969999999999997,24.84367,98.919,46.395,74.428,167.0,32885.0,14.0
2009-01-27,23.83,6068,24.83,261.865,106.78299999999999,184.308,10.469000000000001,51.15358,77.558,75.845,45.036,4190.0,585516.0,280.0
2009-01-28,24.0,6785,24.0,260.704,106.786,183.578,14.367,52.151340000000005,77.127,82.33,44.676,4307.0,602824.0,357.0
2009-01-29,24.0,6852,24.0,260.42,106.786,183.615,15.017000000000001,52.2164,76.806,82.557,44.352,4313.0,603085.0,357.0
2009-01-30,24.0,6674,24.0,260.019,106.794,183.675,15.03,52.58804,76.344,81.49,43.857,4348.0,603774.0,359.0
2009-01-31,22.17,6291,23.33,259.566,106.824,185.672,13.805,57.14225,73.89399999999999,78.751,42.867,4275.0,593576.0,355.0
2009-02-01,24.0,6729,24.0,253.399,106.90799999999999,187.285,15.38,65.98804,66.11399999999999,82.211,33.037,4958.0,692871.0,409.0
2009-02-02,24.0,6538,24.0,254.229,106.905,186.81599999999997,15.492,64.18691,67.413,81.973,34.41,4841.0,676986.0,433.0
2009-02-03,24.0,6896,24.0,254.045,106.914,186.99900000000002,15.49,64.25908000000001,67.046,81.449,34.01,4852.0,678487.0,414.0
2009-02-04,24.0,6948,24.0,254.31099999999998,106.916,186.925,15.431,63.9103,67.387,80.833,34.336,4829.0,675577.0,401.0
2009-02-05,24.0,6906,24.0,254.321,106.92200000000001,187.045,15.465,63.82281999999999,67.27600000000001,81.13,34.234,4817.0,675254.0,380.0
2009-02-06,21.17,4630,15.5,257.933,106.875,185.72400000000002,14.315999999999999,56.6043,72.21,79.188,39.479,3154.0,445344.0,235.0
